ano;origem;destino;passageiros
2000;ABDON BATISTASC;CAMPO BELO DO SULSC;2904
2000;ABDON BATISTASC;CAMPOS NOVOSSC;12247
2000;ABDON BATISTASC;CAPÃO ALTOSC;28
2000;ABDON BATISTASC;CERRO NEGROSC;2018
2000;ABDON BATISTASC;ERVAL VELHOSC;2
2000;ABDON BATISTASC;JOAÇABASC;19
2000;ABDON BATISTASC;LAGESSC;2159
2000;ABELARDO LUZSC;BOM JESUSSC;1889
2000;ABELARDO LUZSC;CHAPECÓSC;1004
2000;ABELARDO LUZSC;CORDILHEIRA ALTASC;4
2000;ABELARDO LUZSC;RANCHO QUEIMADOSC;167
2000;ABELARDO LUZSC;XANXERÊSC;8722
2000;ABELARDO LUZSC;XAXIMSC;275
2000;AGROLÂNDIASC;AGRONÔMICASC;2149
2000;AGROLÂNDIASC;ATALANTASC;9324
2000;AGROLÂNDIASC;LAGESSC;697
2000;AGROLÂNDIASC;OTACÍLIO COSTASC;3116
2000;AGROLÂNDIASC;PALMEIRASC;51
2000;AGROLÂNDIASC;RIO DO SULSC;42086
2000;AGROLÂNDIASC;TROMBUDO CENTRALSC;15940
2000;AGRONÔMICASC;AGROLÂNDIASC;2149
2000;AGRONÔMICASC;ATALANTASC;1896
2000;AGRONÔMICASC;BRAÇO DO TROMBUDOSC;43
2000;AGRONÔMICASC;CURITIBANOSSC;174
2000;AGRONÔMICASC;ITAIÓPOLISSC;47
2000;AGRONÔMICASC;POUSO REDONDOSC;2625
2000;AGRONÔMICASC;RIO DO CAMPOSC;91
2000;AGRONÔMICASC;RIO DO SULSC;85503
2000;AGRONÔMICASC;SÃO CRISTOVÃO DO SULSC;26
2000;AGRONÔMICASC;TAIÓSC;1754
2000;AGRONÔMICASC;TROMBUDO CENTRALSC;13146
2000;ALFREDO WAGNERSC;AURORASC;173
2000;ALFREDO WAGNERSC;BOCAINA DO SULSC;84
2000;ALFREDO WAGNERSC;BOM RETIROSC;12077
2000;ALFREDO WAGNERSC;CORREIA PINTOSC;70
2000;ALFREDO WAGNERSC;CURITIBANOSSC;90
2000;ALFREDO WAGNERSC;FLORIANÓPOLISSC;17423
2000;ALFREDO WAGNERSC;FRAIBURGOSC;36
2000;ALFREDO WAGNERSC;ITUPORANGASC;12947
2000;ALFREDO WAGNERSC;LAGESSC;1317
2000;ALFREDO WAGNERSC;LEOBERTO LEALSC;1413
2000;ALFREDO WAGNERSC;MONTE CARLOSC;45
2000;ALFREDO WAGNERSC;PALHOÇASC;4702
2000;ALFREDO WAGNERSC;PONTE ALTASC;44
2000;ALFREDO WAGNERSC;POUSO REDONDOSC;267
2000;ALFREDO WAGNERSC;RANCHO QUEIMADOSC;2700
2000;ALFREDO WAGNERSC;RIO DO SULSC;4775
2000;ALFREDO WAGNERSC;SANTO AMARO DA IMPERATRIZSC;1100
2000;ALFREDO WAGNERSC;SÃO CARLOSSC;176
2000;ALFREDO WAGNERSC;SÃO JOAQUIMSC;411
2000;ALFREDO WAGNERSC;SÃO JOSÉSC;617
2000;ALFREDO WAGNERSC;TAIÓSC;231
2000;ALFREDO WAGNERSC;URUBICISC;7839
2000;ALFREDO WAGNERSC;VIDEIRASC;47
2000;ALFREDO WAGNERSC;ÁGUAS MORNASSC;708
2000;ALTO BELA VISTASC;CONCÓRDIASC;1058
2000;ALTO BELA VISTASC;PERITIBASC;1120
2000;ANCHIETASC;BARRA BONITASC;3002
2000;ANCHIETASC;CAMPO ERÊSC;1836
2000;ANCHIETASC;DESCANSOSC;111
2000;ANCHIETASC;DIONÍSIO CERQUEIRASC;370
2000;ANCHIETASC;FLORIANÓPOLISSC;506
2000;ANCHIETASC;GALVÃOSC;5
2000;ANCHIETASC;GUARACIABASC;5763
2000;ANCHIETASC;IPORÃ DO OESTESC;54
2000;ANCHIETASC;IPUAÇUSC;1
2000;ANCHIETASC;IRACEMINHASC;43
2000;ANCHIETASC;ITAPIRANGASC;218
2000;ANCHIETASC;JOAÇABASC;143
2000;ANCHIETASC;LAGESSC;18
2000;ANCHIETASC;MARAVILHASC;314
2000;ANCHIETASC;PALMA SOLASC;8468
2000;ANCHIETASC;RIO DAS ANTASSC;6214
2000;ANCHIETASC;ROMELÂNDIASC;461
2000;ANCHIETASC;SÃO DOMINGOSSC;18
2000;ANCHIETASC;SÃO JOSÉ DO CEDROSC;7
2000;ANCHIETASC;SÃO LOURENÇO DO OESTESC;473
2000;ANCHIETASC;SÃO MIGUEL DA BOA VISTASC;88
2000;ANCHIETASC;SÃO MIGUEL DO OESTESC;10674
2000;ANCHIETASC;XANXERÊSC;146
2000;ANGELINASC;BRUSQUESC;1473
2000;ANGELINASC;FLORIANÓPOLISSC;4587
2000;ANGELINASC;MAJOR GERCINOSC;835
2000;ANGELINASC;NOVA TRENTOSC;112
2000;ANGELINASC;RANCHO QUEIMADOSC;138
2000;ANGELINASC;SÃO JOSÉSC;3028
2000;ANGELINASC;SÃO JOÃO BATISTASC;818
2000;ANGELINASC;SÃO PEDRO DE ALCÂNTARASC;4120
2000;ANITA GARIBALDISC;CAMPO BELO DO SULSC;3491
2000;ANITA GARIBALDISC;CAMPOS NOVOSSC;6598
2000;ANITA GARIBALDISC;CAPÃO ALTOSC;160
2000;ANITA GARIBALDISC;CELSO RAMOSSC;8742
2000;ANITA GARIBALDISC;CERRO NEGROSC;2822
2000;ANITA GARIBALDISC;LAGESSC;18486
2000;ANITA GARIBALDISC;PASSO DE TORRESSC;50
2000;ANITÁPOLISSC;BENEDITO NOVOSC;1
2000;ANITÁPOLISSC;BLUMENAUSC;2
2000;ANITÁPOLISSC;BRAÇO DO NORTESC;663
2000;ANITÁPOLISSC;DOUTOR PEDRINHOSC;2
2000;ANITÁPOLISSC;FLORIANÓPOLISSC;1332
2000;ANITÁPOLISSC;GASPARSC;4
2000;ANITÁPOLISSC;ITAIÓPOLISSC;3743
2000;ANITÁPOLISSC;MAFRASC;320
2000;ANITÁPOLISSC;PALHOÇASC;1320
2000;ANITÁPOLISSC;RANCHO QUEIMADOSC;552
2000;ANITÁPOLISSC;RIO FORTUNASC;231
2000;ANITÁPOLISSC;SANTA ROSA DE LIMASC;971
2000;ANITÁPOLISSC;SANTO AMARO DA IMPERATRIZSC;1202
2000;ANITÁPOLISSC;SÃO JOSÉSC;393
2000;ANITÁPOLISSC;TAIÓSC;34
2000;ANITÁPOLISSC;ÁGUAS MORNASSC;111
2000;ANTÔNIO CARLOSSC;BIGUAÇUSC;172149
2000;APIÚNASC;ASCURRASC;17571
2000;APIÚNASC;BALNEÁRIO CAMBORIÚSC;163
2000;APIÚNASC;BLUMENAUSC;2975
2000;APIÚNASC;BRUSQUESC;755
2000;APIÚNASC;CANELINHASC;26
2000;APIÚNASC;CORUPÁSC;32
2000;APIÚNASC;FLORIANÓPOLISSC;45
2000;APIÚNASC;GASPARSC;11
2000;APIÚNASC;GUARAMIRIMSC;70
2000;APIÚNASC;IBIRAMASC;1688
2000;APIÚNASC;INDAIALSC;28406
2000;APIÚNASC;ITAJAÍSC;203
2000;APIÚNASC;ITAPEMASC;31
2000;APIÚNASC;JARAGUÁ DO SULSC;92
2000;APIÚNASC;JOINVILLESC;73
2000;APIÚNASC;LAGESSC;95
2000;APIÚNASC;LONTRASSC;424
2000;APIÚNASC;MASSARANDUBASC;26
2000;APIÚNASC;OTACÍLIO COSTASC;23
2000;APIÚNASC;POMERODESC;32
2000;APIÚNASC;PONTE ALTASC;123
2000;APIÚNASC;POUSO REDONDOSC;247
2000;APIÚNASC;PRESIDENTE GETÚLIOSC;212
2000;APIÚNASC;RIO DO SULSC;1661
2000;APIÚNASC;RIO DOS CEDROSSC;38
2000;APIÚNASC;RODEIOSC;5191
2000;APIÚNASC;SÃO BENTO DO SULSC;39
2000;APIÚNASC;SÃO BONIFÁCIOSC;4
2000;APIÚNASC;SÃO JOÃO BATISTASC;18
2000;APIÚNASC;TAIÓSC;41
2000;APIÚNASC;TIJUCASSC;21
2000;APIÚNASC;TIMBÓSC;1404
2000;APIÚNASC;TROMBUDO CENTRALSC;624
2000;ARABUTÃSC;CONCÓRDIASC;6451
2000;ARABUTÃSC;FAXINAL DOS GUEDESSC;59
2000;ARABUTÃSC;IPUMIRIMSC;992
2000;ARABUTÃSC;LINDÓIA DO SULSC;160
2000;ARABUTÃSC;VARGEÃOSC;15
2000;ARABUTÃSC;XANXERÊSC;116
2000;ARAQUARISC;BALNEÁRIO CAMBORIÚSC;205
2000;ARAQUARISC;BALNEÁRIO PIÇARRASSC;6076
2000;ARAQUARISC;BARRA VELHASC;30029
2000;ARAQUARISC;BIGUAÇUSC;7
2000;ARAQUARISC;FLORIANÓPOLISSC;6
2000;ARAQUARISC;GASPARSC;104
2000;ARAQUARISC;ITAJAÍSC;5595
2000;ARAQUARISC;ITAPEMASC;4
2000;ARAQUARISC;JOINVILLESC;747271
2000;ARAQUARISC;NAVEGANTESSC;5135
2000;ARAQUARISC;PENHASC;361
2000;ARAQUARISC;SÃO FRANCISCO DO SULSC;64782
2000;ARAQUARISC;TIJUCASSC;1
2000;ARARANGUÁSC;ARMAZÉMSC;3089
2000;ARARANGUÁSC;BALNEÁRIO ARROIO DO SILVASC;302777
2000;ARARANGUÁSC;BALNEÁRIO CAMBORIÚSC;545
2000;ARARANGUÁSC;BLUMENAUSC;656
2000;ARARANGUÁSC;CRICIÚMASC;184981
2000;ARARANGUÁSC;ERMOSC;8440
2000;ARARANGUÁSC;FLORIANÓPOLISSC;20892
2000;ARARANGUÁSC;ITAJAÍSC;429
2000;ARARANGUÁSC;IÇARASC;33726
2000;ARARANGUÁSC;JACINTO MACHADOSC;7563
2000;ARARANGUÁSC;JARAGUÁ DO SULSC;166
2000;ARARANGUÁSC;MARACAJÁSC;27608
2000;ARARANGUÁSC;MELEIROSC;12936
2000;ARARANGUÁSC;POMERODESC;8
2000;ARARANGUÁSC;PRAIA GRANDESC;5738
2000;ARARANGUÁSC;SANTA ROSA DO SULSC;3022
2000;ARARANGUÁSC;SOMBRIOSC;19577
2000;ARARANGUÁSC;SÃO JOÃO DO SULSC;2611
2000;ARARANGUÁSC;TIMBÉ DO SULSC;7407
2000;ARARANGUÁSC;TUBARÃOSC;10138
2000;ARARANGUÁSC;TURVOSC;16132
2000;ARARANGUÁSC;URUSSANGASC;469
2000;ARMAZÉMSC;ARARANGUÁSC;3089
2000;ARMAZÉMSC;CAPIVARI DE BAIXOSC;10
2000;ARMAZÉMSC;GRAVATALSC;6513
2000;ARMAZÉMSC;MARACAJÁSC;1451
2000;ARMAZÉMSC;SÃO BONIFÁCIOSC;375
2000;ARMAZÉMSC;SÃO MARTINHOSC;3371
2000;ARMAZÉMSC;TUBARÃOSC;16353
2000;ARROIO TRINTASC;SALTO VELOSOSC;4406
2000;ARROIO TRINTASC;VIDEIRASC;12800
2000;ARROIO TRINTASC;ÁGUA DOCESC;382
2000;ASCURRASC;APIÚNASC;17571
2000;ASCURRASC;BALNEÁRIO CAMBORIÚSC;190
2000;ASCURRASC;BLUMENAUSC;13443
2000;ASCURRASC;BRUSQUESC;627
2000;ASCURRASC;CANELINHASC;7
2000;ASCURRASC;CORUPÁSC;20
2000;ASCURRASC;FLORIANÓPOLISSC;240
2000;ASCURRASC;GUARAMIRIMSC;77
2000;ASCURRASC;IBIRAMASC;320
2000;ASCURRASC;INDAIALSC;23758
2000;ASCURRASC;ITAJAÍSC;274
2000;ASCURRASC;JARAGUÁ DO SULSC;99
2000;ASCURRASC;JOINVILLESC;88
2000;ASCURRASC;LAGESSC;101
2000;ASCURRASC;LONTRASSC;1151
2000;ASCURRASC;MASSARANDUBASC;39
2000;ASCURRASC;OTACÍLIO COSTASC;29
2000;ASCURRASC;POMERODESC;60
2000;ASCURRASC;PONTE ALTASC;115
2000;ASCURRASC;POUSO REDONDOSC;226
2000;ASCURRASC;PRESIDENTE GETÚLIOSC;260
2000;ASCURRASC;RIO DO SULSC;1726
2000;ASCURRASC;RIO DOS CEDROSSC;80
2000;ASCURRASC;RODEIOSC;21429
2000;ASCURRASC;SÃO BENTO DO SULSC;35
2000;ASCURRASC;SÃO BONIFÁCIOSC;2
2000;ASCURRASC;SÃO JOÃO BATISTASC;87
2000;ASCURRASC;TAIÓSC;70
2000;ASCURRASC;TIJUCASSC;73
2000;ASCURRASC;TIMBÓSC;9231
2000;ASCURRASC;TROMBUDO CENTRALSC;317
2000;ATALANTASC;AGROLÂNDIASC;9324
2000;ATALANTASC;AGRONÔMICASC;1896
2000;ATALANTASC;ITUPORANGASC;4981
2000;ATALANTASC;RIO DO SULSC;12577
2000;ATALANTASC;TROMBUDO CENTRALSC;2012
2000;AURORASC;ALFREDO WAGNERSC;173
2000;AURORASC;FLORIANÓPOLISSC;91
2000;AURORASC;ITUPORANGASC;19048
2000;AURORASC;PALHOÇASC;28
2000;AURORASC;RANCHO QUEIMADOSC;22
2000;AURORASC;RIO DO SULSC;65306
2000;AURORASC;SANTO AMARO DA IMPERATRIZSC;21
2000;AURORASC;ÁGUAS MORNASSC;8
2000;BALNEÁRIO ARROIO DO SILVASC;ARARANGUÁSC;302777
2000;BALNEÁRIO CAMBORIÚSC;APIÚNASC;163
2000;BALNEÁRIO CAMBORIÚSC;ARAQUARISC;205
2000;BALNEÁRIO CAMBORIÚSC;ARARANGUÁSC;545
2000;BALNEÁRIO CAMBORIÚSC;ASCURRASC;190
2000;BALNEÁRIO CAMBORIÚSC;BALNEÁRIO PIÇARRASSC;6818
2000;BALNEÁRIO CAMBORIÚSC;BARRA VELHASC;3465
2000;BALNEÁRIO CAMBORIÚSC;BIGUAÇUSC;393
2000;BALNEÁRIO CAMBORIÚSC;BLUMENAUSC;37613
2000;BALNEÁRIO CAMBORIÚSC;BOMBINHASSC;12278
2000;BALNEÁRIO CAMBORIÚSC;BRUSQUESC;57368
2000;BALNEÁRIO CAMBORIÚSC;CAMBORIÚSC;86120
2000;BALNEÁRIO CAMBORIÚSC;CAMPO ALEGRESC;141
2000;BALNEÁRIO CAMBORIÚSC;CAMPOS NOVOSSC;2151
2000;BALNEÁRIO CAMBORIÚSC;CANOINHASSC;2906
2000;BALNEÁRIO CAMBORIÚSC;CAÇADORSC;4020
2000;BALNEÁRIO CAMBORIÚSC;CHAPECÓSC;8183
2000;BALNEÁRIO CAMBORIÚSC;CONCÓRDIASC;5579
2000;BALNEÁRIO CAMBORIÚSC;CORREIA PINTOSC;61
2000;BALNEÁRIO CAMBORIÚSC;CRICIÚMASC;4205
2000;BALNEÁRIO CAMBORIÚSC;CURITIBANOSSC;5155
2000;BALNEÁRIO CAMBORIÚSC;DOUTOR PEDRINHOSC;103
2000;BALNEÁRIO CAMBORIÚSC;ERVAL VELHOSC;46
2000;BALNEÁRIO CAMBORIÚSC;FLORIANÓPOLISSC;48057
2000;BALNEÁRIO CAMBORIÚSC;FRAIBURGOSC;201
2000;BALNEÁRIO CAMBORIÚSC;GASPARSC;1891
2000;BALNEÁRIO CAMBORIÚSC;GUARAMIRIMSC;180
2000;BALNEÁRIO CAMBORIÚSC;ILHOTASC;5406
2000;BALNEÁRIO CAMBORIÚSC;IMBITUBASC;2928
2000;BALNEÁRIO CAMBORIÚSC;INDAIALSC;637
2000;BALNEÁRIO CAMBORIÚSC;ITAJAÍSC;391387
2000;BALNEÁRIO CAMBORIÚSC;ITAPEMASC;207903
2000;BALNEÁRIO CAMBORIÚSC;ITAPIRANGASC;15
2000;BALNEÁRIO CAMBORIÚSC;ITUPORANGASC;97
2000;BALNEÁRIO CAMBORIÚSC;JABORÁSC;57
2000;BALNEÁRIO CAMBORIÚSC;JARAGUÁ DO SULSC;3415
2000;BALNEÁRIO CAMBORIÚSC;JOAÇABASC;5008
2000;BALNEÁRIO CAMBORIÚSC;JOINVILLESC;9927
2000;BALNEÁRIO CAMBORIÚSC;LAGESSC;276
2000;BALNEÁRIO CAMBORIÚSC;LAGUNASC;1917
2000;BALNEÁRIO CAMBORIÚSC;LAURENTINOSC;505
2000;BALNEÁRIO CAMBORIÚSC;LEBON RÉGISSC;438
2000;BALNEÁRIO CAMBORIÚSC;LUIZ ALVESSC;1079
2000;BALNEÁRIO CAMBORIÚSC;MAFRASC;2647
2000;BALNEÁRIO CAMBORIÚSC;MARAVILHASC;489
2000;BALNEÁRIO CAMBORIÚSC;MASSARANDUBASC;21
2000;BALNEÁRIO CAMBORIÚSC;MONTE CARLOSC;14
2000;BALNEÁRIO CAMBORIÚSC;NAVEGANTESSC;2220
2000;BALNEÁRIO CAMBORIÚSC;OTACÍLIO COSTASC;246
2000;BALNEÁRIO CAMBORIÚSC;PINHALZINHOSC;566
2000;BALNEÁRIO CAMBORIÚSC;POMERODESC;677
2000;BALNEÁRIO CAMBORIÚSC;PONTE ALTASC;129
2000;BALNEÁRIO CAMBORIÚSC;PORTO BELOSC;24252
2000;BALNEÁRIO CAMBORIÚSC;PORTO UNIÃOSC;3027
2000;BALNEÁRIO CAMBORIÚSC;POUSO REDONDOSC;109
2000;BALNEÁRIO CAMBORIÚSC;PRESIDENTE NEREUSC;218
2000;BALNEÁRIO CAMBORIÚSC;RIO DO OESTESC;1314
2000;BALNEÁRIO CAMBORIÚSC;RIO DO SULSC;1212
2000;BALNEÁRIO CAMBORIÚSC;RIO NEGRINHOSC;919
2000;BALNEÁRIO CAMBORIÚSC;SANTA CECÍLIASC;648
2000;BALNEÁRIO CAMBORIÚSC;SEARASC;133
2000;BALNEÁRIO CAMBORIÚSC;SÃO BENTO DO SULSC;1956
2000;BALNEÁRIO CAMBORIÚSC;SÃO FRANCISCO DO SULSC;24
2000;BALNEÁRIO CAMBORIÚSC;SÃO MIGUEL DO OESTESC;1501
2000;BALNEÁRIO CAMBORIÚSC;TAIÓSC;655
2000;BALNEÁRIO CAMBORIÚSC;TIJUCASSC;10440
2000;BALNEÁRIO CAMBORIÚSC;TIMBÓSC;847
2000;BALNEÁRIO CAMBORIÚSC;TROMBUDO CENTRALSC;150
2000;BALNEÁRIO CAMBORIÚSC;TUBARÃOSC;5470
2000;BALNEÁRIO CAMBORIÚSC;VIDEIRASC;380
2000;BALNEÁRIO CAMBORIÚSC;XANXERÊSC;1998
2000;BALNEÁRIO CAMBORIÚSC;XAXIMSC;307
2000;BALNEÁRIO GAIVOTASC;PASSO DE TORRESSC;100
2000;BALNEÁRIO GAIVOTASC;SOMBRIOSC;112355
2000;BALNEÁRIO GAIVOTASC;SÃO JOÃO DO SULSC;25
2000;BALNEÁRIO PIÇARRASSC;ARAQUARISC;6076
2000;BALNEÁRIO PIÇARRASSC;BALNEÁRIO CAMBORIÚSC;6818
2000;BALNEÁRIO PIÇARRASSC;BARRA VELHASC;19196
2000;BALNEÁRIO PIÇARRASSC;BENEDITO NOVOSC;111
2000;BALNEÁRIO PIÇARRASSC;BIGUAÇUSC;52
2000;BALNEÁRIO PIÇARRASSC;BLUMENAUSC;7864
2000;BALNEÁRIO PIÇARRASSC;BRUSQUESC;1062
2000;BALNEÁRIO PIÇARRASSC;CAMPO ALEGRESC;41
2000;BALNEÁRIO PIÇARRASSC;CANOINHASSC;397
2000;BALNEÁRIO PIÇARRASSC;FLORIANÓPOLISSC;914
2000;BALNEÁRIO PIÇARRASSC;GASPARSC;567
2000;BALNEÁRIO PIÇARRASSC;GUARAMIRIMSC;524
2000;BALNEÁRIO PIÇARRASSC;ILHOTASC;347
2000;BALNEÁRIO PIÇARRASSC;INDAIALSC;251
2000;BALNEÁRIO PIÇARRASSC;ITAJAÍSC;27820
2000;BALNEÁRIO PIÇARRASSC;ITAPEMASC;107
2000;BALNEÁRIO PIÇARRASSC;JARAGUÁ DO SULSC;2309
2000;BALNEÁRIO PIÇARRASSC;JOINVILLESC;9450
2000;BALNEÁRIO PIÇARRASSC;MAFRASC;1208
2000;BALNEÁRIO PIÇARRASSC;NAVEGANTESSC;34267
2000;BALNEÁRIO PIÇARRASSC;PENHASC;54080
2000;BALNEÁRIO PIÇARRASSC;PIRATUBASC;50
2000;BALNEÁRIO PIÇARRASSC;PORTO UNIÃOSC;432
2000;BALNEÁRIO PIÇARRASSC;RIO NEGRINHOSC;655
2000;BALNEÁRIO PIÇARRASSC;SÃO BENTO DO SULSC;1215
2000;BALNEÁRIO PIÇARRASSC;SÃO FRANCISCO DO SULSC;590
2000;BALNEÁRIO PIÇARRASSC;SÃO JOÃO DO ITAPERIÚSC;9
2000;BALNEÁRIO PIÇARRASSC;TIJUCASSC;56
2000;BALNEÁRIO PIÇARRASSC;TIMBÓSC;203
2000;BANDEIRANTESC;PARAÍSOSC;4592
2000;BANDEIRANTESC;SÃO MIGUEL DO OESTESC;10449
2000;BARRA BONITASC;ANCHIETASC;3002
2000;BARRA BONITASC;GUARACIABASC;5366
2000;BARRA BONITASC;PALMA SOLASC;67
2000;BARRA BONITASC;SÃO MIGUEL DO OESTESC;6358
2000;BARRA VELHASC;ARAQUARISC;30029
2000;BARRA VELHASC;BALNEÁRIO CAMBORIÚSC;3465
2000;BARRA VELHASC;BALNEÁRIO PIÇARRASSC;19196
2000;BARRA VELHASC;BIGUAÇUSC;10
2000;BARRA VELHASC;BRUSQUESC;1078
2000;BARRA VELHASC;CAMPO ALEGRESC;113
2000;BARRA VELHASC;CANOINHASSC;700
2000;BARRA VELHASC;FLORIANÓPOLISSC;532
2000;BARRA VELHASC;GUARAMIRIMSC;1855
2000;BARRA VELHASC;IMBITUBASC;20
2000;BARRA VELHASC;ITAJAÍSC;18600
2000;BARRA VELHASC;ITAPEMASC;40
2000;BARRA VELHASC;JARAGUÁ DO SULSC;7639
2000;BARRA VELHASC;JOINVILLESC;25443
2000;BARRA VELHASC;LAGUNASC;16
2000;BARRA VELHASC;LUIZ ALVESSC;6963
2000;BARRA VELHASC;MAFRASC;594
2000;BARRA VELHASC;MASSARANDUBASC;5428
2000;BARRA VELHASC;NAVEGANTESSC;1655
2000;BARRA VELHASC;PAPANDUVASC;7558
2000;BARRA VELHASC;PENHASC;930
2000;BARRA VELHASC;PORTO UNIÃOSC;436
2000;BARRA VELHASC;RIO NEGRINHOSC;591
2000;BARRA VELHASC;SÃO BENTO DO SULSC;1500
2000;BARRA VELHASC;SÃO FRANCISCO DO SULSC;1379
2000;BARRA VELHASC;SÃO JOÃO DO ITAPERIÚSC;2001
2000;BARRA VELHASC;TIJUCASSC;33
2000;BARRA VELHASC;TUBARÃOSC;64
2000;BELA VISTA DO TOLDOSC;CANOINHASSC;31312
2000;BELA VISTA DO TOLDOSC;MAFRASC;9859
2000;BELMONTESC;DESCANSOSC;24535
2000;BELMONTESC;SANTA HELENASC;331
2000;BELMONTESC;SÃO MIGUEL DO OESTESC;1961
2000;BELMONTESC;TUNÁPOLISSC;314
2000;BENEDITO NOVOSC;ANITÁPOLISSC;1
2000;BENEDITO NOVOSC;BALNEÁRIO PIÇARRASSC;111
2000;BENEDITO NOVOSC;BLUMENAUSC;20175
2000;BENEDITO NOVOSC;BRUSQUESC;108
2000;BENEDITO NOVOSC;CANOINHASSC;83
2000;BENEDITO NOVOSC;DOUTOR PEDRINHOSC;30528
2000;BENEDITO NOVOSC;FLORIANÓPOLISSC;82
2000;BENEDITO NOVOSC;GASPARSC;72
2000;BENEDITO NOVOSC;INDAIALSC;11980
2000;BENEDITO NOVOSC;ITAIÓPOLISSC;4819
2000;BENEDITO NOVOSC;MAFRASC;307
2000;BENEDITO NOVOSC;NAVEGANTESSC;478
2000;BENEDITO NOVOSC;PENHASC;442
2000;BENEDITO NOVOSC;TAIÓSC;424
2000;BENEDITO NOVOSC;TIJUCASSC;67
2000;BENEDITO NOVOSC;TIMBÓSC;51138
2000;BIGUAÇUSC;ANTÔNIO CARLOSSC;172149
2000;BIGUAÇUSC;ARAQUARISC;7
2000;BIGUAÇUSC;BALNEÁRIO CAMBORIÚSC;393
2000;BIGUAÇUSC;BALNEÁRIO PIÇARRASSC;52
2000;BIGUAÇUSC;BARRA VELHASC;10
2000;BIGUAÇUSC;BLUMENAUSC;591
2000;BIGUAÇUSC;BRUSQUESC;532
2000;BIGUAÇUSC;CANELINHASC;921
2000;BIGUAÇUSC;FLORIANÓPOLISSC;2581898
2000;BIGUAÇUSC;GASPARSC;48
2000;BIGUAÇUSC;GOVERNADOR CELSO RAMOSSC;180306
2000;BIGUAÇUSC;ILHOTASC;10
2000;BIGUAÇUSC;ITAIÓPOLISSC;1
2000;BIGUAÇUSC;ITAJAÍSC;3349
2000;BIGUAÇUSC;ITAPEMASC;2951
2000;BIGUAÇUSC;JARAGUÁ DO SULSC;29
2000;BIGUAÇUSC;JOINVILLESC;12
2000;BIGUAÇUSC;NAVEGANTESSC;356
2000;BIGUAÇUSC;NOVA TRENTOSC;273
2000;BIGUAÇUSC;PALHOÇASC;92974
2000;BIGUAÇUSC;POMERODESC;259
2000;BIGUAÇUSC;PORTO BELOSC;1064
2000;BIGUAÇUSC;PRESIDENTE NEREUSC;314
2000;BIGUAÇUSC;RIO DO CAMPOSC;264
2000;BIGUAÇUSC;SÃO FRANCISCO DO SULSC;313
2000;BIGUAÇUSC;SÃO JOSÉSC;8960
2000;BIGUAÇUSC;SÃO JOÃO BATISTASC;575
2000;BIGUAÇUSC;TIJUCASSC;67322
2000;BLUMENAUSC;ANITÁPOLISSC;2
2000;BLUMENAUSC;APIÚNASC;2975
2000;BLUMENAUSC;ARARANGUÁSC;656
2000;BLUMENAUSC;ASCURRASC;13443
2000;BLUMENAUSC;BALNEÁRIO CAMBORIÚSC;37613
2000;BLUMENAUSC;BALNEÁRIO PIÇARRASSC;7864
2000;BLUMENAUSC;BENEDITO NOVOSC;20175
2000;BLUMENAUSC;BIGUAÇUSC;591
2000;BLUMENAUSC;BOMBINHASSC;6
2000;BLUMENAUSC;BRAÇO DO NORTESC;1279
2000;BLUMENAUSC;BRUSQUESC;69721
2000;BLUMENAUSC;CAMBORIÚSC;1649
2000;BLUMENAUSC;CAMPOS NOVOSSC;2010
2000;BLUMENAUSC;CANELINHASC;1613
2000;BLUMENAUSC;CANOINHASSC;97
2000;BLUMENAUSC;CAÇADORSC;3583
2000;BLUMENAUSC;CHAPECÓSC;8949
2000;BLUMENAUSC;CONCÓRDIASC;2934
2000;BLUMENAUSC;CORREIA PINTOSC;76
2000;BLUMENAUSC;CORUPÁSC;48
2000;BLUMENAUSC;CRICIÚMASC;2823
2000;BLUMENAUSC;CURITIBANOSSC;7148
2000;BLUMENAUSC;DOUTOR PEDRINHOSC;5964
2000;BLUMENAUSC;ERVAL VELHOSC;15
2000;BLUMENAUSC;FLORIANÓPOLISSC;44407
2000;BLUMENAUSC;FRAIBURGOSC;535
2000;BLUMENAUSC;GASPARSC;1172107
2000;BLUMENAUSC;GUARAMIRIMSC;2158
2000;BLUMENAUSC;IBIRAMASC;2378
2000;BLUMENAUSC;ILHOTASC;36535
2000;BLUMENAUSC;IMBITUBASC;1088
2000;BLUMENAUSC;IMBUIASC;703
2000;BLUMENAUSC;INDAIALSC;239707
2000;BLUMENAUSC;IPORÃ DO OESTESC;2
2000;BLUMENAUSC;ITAIÓPOLISSC;2302
2000;BLUMENAUSC;ITAJAÍSC;63147
2000;BLUMENAUSC;ITAPEMASC;2911
2000;BLUMENAUSC;ITAPIRANGASC;38
2000;BLUMENAUSC;ITUPORANGASC;6915
2000;BLUMENAUSC;JABORÁSC;48
2000;BLUMENAUSC;JARAGUÁ DO SULSC;19403
2000;BLUMENAUSC;JOAÇABASC;3887
2000;BLUMENAUSC;JOINVILLESC;20441
2000;BLUMENAUSC;LAGESSC;5291
2000;BLUMENAUSC;LAURENTINOSC;82
2000;BLUMENAUSC;LEBON RÉGISSC;376
2000;BLUMENAUSC;LONTRASSC;362
2000;BLUMENAUSC;LUIZ ALVESSC;9226
2000;BLUMENAUSC;MAFRASC;1400
2000;BLUMENAUSC;MAJOR GERCINOSC;248
